Date,Open,High,Low,Close,Adj Close,Volume
2022-12-22,76.680000,77.209999,75.790001,77.139999,75.243660,7458600
2022-12-23,76.949997,77.750000,76.459999,77.500000,75.594810,3856600
2022-12-27,77.510002,77.900002,76.500000,77.639999,75.731369,5336000
2022-12-28,78.050003,78.379997,76.239998,76.300003,74.424309,6053000
2022-12-29,76.570000,78.230003,76.269997,77.809998,75.897186,4931600
2022-12-30,77.559998,77.910004,76.860001,77.720001,75.809402,4991300
2023-01-03,77.970001,78.330002,77.379997,78.260002,76.336121,6544500
2023-01-04,79.139999,81.779999,78.800003,80.970001,78.979507,9769500
2023-01-05,80.879997,81.160004,80.000000,80.029999,78.062614,7048100
2023-01-06,80.489998,81.230003,79.349998,80.860001,78.872215,5994400
2023-01-09,80.750000,81.260002,77.470001,77.540001,75.633820,11108700
2023-01-10,77.870003,79.410004,77.750000,78.889999,76.950638,6494500
2023-01-11,79.459999,80.440002,78.139999,80.320000,78.345490,8366300
2023-01-12,80.580002,80.680000,78.889999,79.849998,77.887039,5738000
2023-01-13,79.169998,80.690002,78.910004,80.589996,78.608849,6024000
2023-01-17,80.580002,80.949997,79.379997,80.349998,78.374741,8383000
2023-01-18,80.269997,80.389999,78.660004,78.730003,76.794571,5792200
2023-01-19,78.379997,80.059998,77.870003,79.519997,77.565147,7831400
2023-01-20,80.050003,80.989998,79.339996,80.910004,78.920990,6806400
2023-01-23,81.019997,82.949997,80.750000,82.370003,80.345093,9491500
2023-01-24,81.730003,82.349998,80.500000,80.800003,78.813690,7180300
2023-01-25,80.349998,81.360001,80.110001,81.199997,79.203842,4200600
2023-01-26,81.739998,81.879997,81.019997,81.839996,79.828117,4162700
2023-01-27,82.180000,83.169998,80.809998,82.580002,80.549927,4858500
2023-01-30,82.760002,82.980003,82.220001,82.580002,80.549927,6559100
2023-01-31,82.750000,83.709999,82.580002,83.690002,81.632637,7396100
2023-02-01,84.000000,86.089996,83.599998,85.769997,83.661507,8395800
2023-02-02,85.800003,87.849998,85.709999,87.580002,85.427017,6940400
2023-02-03,86.699997,87.540001,86.500000,87.099998,84.958809,4949900
2023-02-06,86.830002,86.900002,85.220001,85.239998,83.144539,4731300
2023-02-07,85.500000,86.930000,85.099998,86.580002,84.451591,5129500
2023-02-08,86.500000,87.010002,86.000000,86.160004,84.041924,5454500
2023-02-09,86.059998,86.510002,83.400002,83.610001,81.554604,6188000
2023-02-10,83.480003,83.949997,82.800003,83.690002,81.632637,4544000
2023-02-13,83.680000,84.410004,83.559998,84.389999,82.315437,4279500
2023-02-14,84.099998,84.500000,82.889999,83.400002,81.349777,4527700
2023-02-15,82.839996,84.500000,82.510002,84.489998,82.412971,4584800
2023-02-16,83.769997,85.129997,83.680000,84.199997,82.130104,4784800
2023-02-17,84.199997,84.930000,83.379997,84.800003,82.715355,6825100
2023-02-21,84.230003,86.589996,84.230003,85.489998,83.388390,8135900
2023-02-22,86.220001,86.440002,84.730003,85.099998,83.007973,6083600
2023-02-23,84.809998,85.089996,83.430000,83.989998,81.925270,6695000
2023-02-24,83.349998,83.669998,82.349998,83.489998,81.437546,7401500
2023-02-27,83.629997,84.129997,83.250000,83.389999,81.340019,6379400
2023-02-28,83.320000,83.690002,82.769997,82.800003,80.764526,6657400
2023-03-01,82.400002,82.529999,81.669998,82.080002,80.062218,5249100
2023-03-02,81.489998,82.559998,81.199997,82.260002,80.237801,4985100
2023-03-03,82.790001,83.629997,82.440002,83.410004,81.359528,4771600
2023-03-06,83.489998,83.830002,81.449997,81.930000,79.915909,6845500
2023-03-07,82.089996,82.150002,79.510002,79.739998,77.779739,6876300
2023-03-08,79.529999,79.690002,78.040001,78.400002,76.472679,6810100
2023-03-09,78.790001,79.330002,77.980003,78.000000,76.082512,5634400
2023-03-10,77.870003,78.110001,76.150002,76.720001,74.833984,5901600
2023-03-13,76.220001,78.500000,76.019997,77.980003,76.063019,7576000
2023-03-14,79.019997,79.320000,77.029999,77.860001,75.945961,6808200
2023-03-15,77.129997,78.459999,76.800003,78.410004,76.482437,5367900
2023-03-16,77.660004,79.400002,77.570000,79.269997,77.321289,5774300
2023-03-17,79.070000,79.529999,77.879997,78.290001,76.365387,8838600
2023-03-20,78.750000,79.769997,78.510002,79.610001,77.652939,7224100
2023-03-21,79.959999,81.410004,79.949997,81.230003,79.233116,5829900
2023-03-22,81.449997,81.980003,79.919998,79.940002,77.974831,5537800
2023-03-23,79.500000,79.809998,77.300003,77.570000,76.312225,6712400
2023-03-24,77.400002,79.529999,77.300003,79.370003,78.083046,6217000
2023-03-27,80.500000,81.309998,79.580002,79.639999,78.348663,5641600
2023-03-28,78.879997,80.300003,78.599998,79.510002,78.220772,5146800
2023-03-29,78.639999,79.349998,78.440002,79.070000,77.787903,7074700
2023-03-30,79.699997,79.849998,78.949997,79.180000,77.896126,4142000
2023-03-31,79.650002,80.629997,79.239998,80.620003,79.312775,5561400
2023-04-03,80.349998,80.349998,79.050003,79.669998,78.378174,6071900
2023-04-04,79.849998,80.349998,79.400002,79.470001,78.181427,4508900
2023-04-05,79.730003,80.459999,79.070000,80.269997,78.968452,4518700
2023-04-06,80.849998,81.330002,80.080002,80.300003,78.997963,4313000
2023-04-10,79.930000,80.250000,79.209999,80.239998,78.938934,3648200
2023-04-11,80.750000,81.110001,80.510002,81.000000,79.686615,4421700
2023-04-12,81.669998,82.040001,80.769997,80.809998,79.499695,4298300
2023-04-13,80.650002,81.589996,80.550003,81.589996,80.267044,5224500
2023-04-14,81.629997,81.800003,80.349998,80.709999,79.401314,4312400
2023-04-17,80.959999,82.169998,80.809998,82.120003,80.788452,5048900
2023-04-18,82.720001,82.750000,81.599998,81.650002,80.326073,4157400
2023-04-19,81.849998,85.330002,81.650002,84.870003,83.493866,8988800
2023-04-20,84.639999,84.970001,83.059998,83.489998,82.136230,5798600
2023-04-21,84.230003,88.129997,83.599998,85.730003,84.339912,12750100
2023-04-24,88.269997,89.779999,87.989998,89.690002,88.235703,14462000
2023-04-25,89.599998,91.000000,89.430000,89.690002,88.235703,8189900
2023-04-26,89.820000,90.279999,88.709999,89.970001,88.511169,8977700
2023-04-27,89.919998,91.480003,89.839996,91.379997,89.898300,6385900
2023-04-28,91.349998,91.860001,90.669998,90.949997,89.475273,7281200
2023-05-01,90.830002,91.470001,90.589996,90.680000,89.209656,5502300
2023-05-02,90.199997,91.000000,89.430000,90.230003,88.766953,5135000
2023-05-03,90.459999,92.019997,90.349998,90.690002,89.219490,6964300
2023-05-04,90.000000,90.139999,88.779999,89.269997,87.822517,4780900
2023-05-05,89.639999,90.260002,89.540001,90.059998,88.599709,4332700
2023-05-08,89.570000,90.320000,89.250000,90.190002,88.727600,3287600
2023-05-09,90.190002,90.190002,89.309998,89.599998,88.147163,3245400
2023-05-10,90.169998,90.400002,89.000000,89.410004,87.960251,3599300
2023-05-11,89.300003,89.419998,88.540001,89.019997,87.576569,3995700
2023-05-12,88.580002,88.970001,87.870003,88.879997,87.438835,4450100
2023-05-15,89.110001,89.910004,88.930000,89.309998,87.861870,4053200
2023-05-16,88.839996,89.410004,88.820000,88.900002,87.458511,3888900
2023-05-17,89.040001,89.089996,87.790001,88.580002,87.143707,6632000
2023-05-18,88.360001,89.250000,88.110001,89.019997,87.576569,4536100
2023-05-19,89.190002,89.870003,89.000000,89.330002,87.881546,6819500
2023-05-22,89.120003,89.910004,89.019997,89.500000,88.048790,4699200
2023-05-23,88.970001,89.199997,87.089996,87.129997,85.717216,5459700
2023-05-24,87.139999,87.949997,86.660004,87.489998,86.071373,6787500
2023-05-25,85.269997,85.400002,82.309998,83.540001,82.185425,12202000
2023-05-26,82.769997,83.500000,81.019997,81.459999,80.139153,9655500
2023-05-30,82.370003,83.349998,82.010002,82.500000,81.162292,8654900
2023-05-31,82.599998,82.959999,81.830002,82.760002,81.418076,8238800
2023-06-01,82.839996,83.250000,82.440002,82.750000,81.408234,6588200
2023-06-02,83.150002,84.029999,82.910004,83.760002,82.401863,6062300
2023-06-05,83.830002,84.510002,83.470001,83.730003,82.372345,3596100
2023-06-06,83.540001,84.019997,83.230003,83.599998,82.244453,5046800
2023-06-07,83.790001,83.790001,82.230003,82.889999,81.545967,5381800
2023-06-08,82.529999,83.459999,82.260002,83.099998,81.752563,5700800
2023-06-09,83.139999,83.860001,82.610001,83.730003,82.372345,3302200
2023-06-12,83.839996,84.449997,83.230003,84.279999,82.913422,4428900
2023-06-13,85.169998,86.050003,84.900002,85.750000,84.359589,8454300
2023-06-14,88.529999,89.870003,87.660004,87.910004,86.484573,8387900
2023-06-15,87.949997,88.559998,87.300003,88.250000,86.819054,5552900
2023-06-16,88.279999,89.720001,88.279999,89.150002,87.704460,9108400
2023-06-20,88.519997,89.379997,88.160004,88.940002,87.497864,5066300
2023-06-21,88.889999,89.110001,88.019997,88.320000,86.887917,5587900
2023-06-22,88.010002,88.260002,87.220001,87.410004,86.669785,5162000
2023-06-23,87.239998,87.790001,87.010002,87.480003,86.739197,5496500
2023-06-26,87.349998,87.620003,86.279999,87.000000,86.263252,4171200
2023-06-27,86.879997,87.230003,86.059998,87.150002,86.411987,4998900
2023-06-28,87.150002,87.440002,86.209999,86.360001,85.628677,4952400
2023-06-29,85.940002,86.989998,85.820000,86.769997,86.035202,3842200
2023-06-30,87.699997,88.769997,87.570000,88.099998,87.353935,5484500
2023-07-03,87.550003,87.610001,86.389999,87.139999,86.402069,2584100
2023-07-05,86.750000,87.360001,86.629997,86.870003,86.134361,3464000
2023-07-06,86.279999,86.400002,85.430000,86.070000,85.341133,3909900
2023-07-07,85.699997,86.669998,85.629997,85.889999,85.162651,5094700
2023-07-10,86.150002,86.830002,86.080002,86.449997,85.717911,3234800
2023-07-11,86.320000,87.330002,86.120003,87.290001,86.550804,2888200
2023-07-12,87.809998,88.010002,87.269997,87.570000,86.828430,3847400
2023-07-13,87.500000,88.339996,87.080002,88.050003,87.304367,4492600
2023-07-14,87.970001,88.169998,87.220001,87.650002,86.907753,4394400
2023-07-17,87.559998,87.849998,86.690002,86.709999,85.975708,4465200
2023-07-18,86.129997,86.629997,84.099998,86.599998,85.866638,5697000
2023-07-19,86.349998,87.010002,85.970001,86.120003,85.390709,4796800
2023-07-20,87.250000,89.489998,87.129997,89.349998,88.593353,5982100
2023-07-21,89.699997,89.980003,88.919998,88.959999,88.206657,4673800
2023-07-24,89.089996,89.559998,88.750000,88.760002,88.008354,3930200
2023-07-25,88.449997,89.180000,88.070000,88.959999,88.206657,3116200
2023-07-26,88.559998,90.540001,88.510002,90.400002,89.634468,5472600
2023-07-27,91.000000,91.000000,88.489998,88.510002,87.760468,4654800
2023-07-28,88.949997,89.260002,88.199997,88.250000,87.502670,3446300
2023-07-31,88.639999,88.639999,87.389999,87.760002,87.016823,5786800
2023-08-01,87.300003,87.830002,87.199997,87.680000,86.937500,3514200
2023-08-02,87.080002,87.339996,85.260002,85.459999,84.736298,5507200
2023-08-03,85.000000,85.309998,84.430000,84.489998,83.774506,4413900
2023-08-04,84.110001,85.000000,83.690002,84.040001,83.328323,5346600
2023-08-07,84.379997,84.800003,84.239998,84.720001,84.002563,3361600
2023-08-08,83.870003,84.070000,81.550003,82.239998,81.543564,8227600
2023-08-09,82.269997,83.669998,82.139999,82.940002,82.237640,4535800
2023-08-10,83.400002,83.870003,83.019997,83.120003,82.416115,4128700
2023-08-11,82.860001,83.699997,82.750000,83.449997,82.743317,3591000
2023-08-14,83.379997,83.660004,83.040001,83.160004,82.455780,3296000
2023-08-15,82.970001,83.320000,82.610001,82.839996,82.138481,3842400
2023-08-16,82.480003,82.930000,81.559998,81.570000,80.879234,4222200
2023-08-17,82.290001,82.349998,81.410004,81.559998,80.869324,4848300
2023-08-18,81.379997,81.879997,81.290001,81.519997,80.829659,5204800
2023-08-21,81.730003,82.290001,81.230003,81.610001,80.918900,4722000
2023-08-22,82.610001,84.779999,82.500000,83.720001,83.011032,10016300
2023-08-23,84.669998,84.940002,83.309998,83.680000,82.971367,5268300
2023-08-24,82.809998,83.379997,81.000000,81.059998,80.373558,6765100
2023-08-25,81.519997,82.489998,81.230003,82.190002,81.493988,4441400
2023-08-28,82.790001,83.309998,81.040001,81.389999,80.700760,4308500
2023-08-29,81.690002,82.099998,81.279999,82.080002,81.384918,3757900
2023-08-30,82.370003,82.669998,81.889999,82.309998,81.612968,3881200
2023-08-31,82.400002,82.720001,81.500000,81.500000,80.809830,4423200
2023-09-01,82.110001,82.339996,81.519997,82.129997,81.434494,4238700
2023-09-05,81.879997,82.019997,80.169998,80.199997,79.520836,5612100
2023-09-06,79.639999,81.099998,78.919998,80.709999,80.026520,6795400
2023-09-07,80.900002,81.199997,79.800003,79.930000,79.253128,4276600
2023-09-08,79.570000,80.089996,79.419998,79.959999,79.282875,4208600
2023-09-11,80.330002,81.529999,80.110001,81.400002,80.710678,4763700
2023-09-12,81.580002,81.769997,80.790001,80.980003,80.294235,3328600
2023-09-13,81.250000,81.400002,80.589996,81.320000,80.631355,3520900
2023-09-14,81.760002,82.379997,81.699997,81.959999,81.265938,5924200
2023-09-15,82.000000,82.389999,81.570000,81.769997,81.077538,9067900
2023-09-18,82.250000,83.639999,82.110001,82.800003,82.098824,5829600
2023-09-19,82.839996,82.989998,81.779999,82.629997,81.930260,4655500
2023-09-20,83.000000,83.099998,81.279999,81.480003,80.790001,5845100
2023-09-21,80.610001,81.169998,80.190002,80.459999,80.459999,5620800
2023-09-22,80.550003,80.769997,80.199997,80.269997,80.269997,5067900
2023-09-25,80.000000,80.260002,79.510002,79.970001,79.970001,3799700
2023-09-26,78.919998,79.489998,78.620003,78.949997,78.949997,5167000
2023-09-27,79.050003,79.150002,77.440002,78.220001,78.220001,7418600
2023-09-28,78.339996,79.110001,78.290001,78.690002,78.690002,5354100
2023-09-29,79.180000,80.309998,77.839996,78.360001,78.360001,6308800
2023-10-02,77.900002,77.949997,77.110001,77.769997,77.769997,4517100
2023-10-03,77.279999,77.389999,76.000000,76.540001,76.540001,5741000
2023-10-04,76.919998,77.040001,75.820000,76.269997,76.269997,7115500
2023-10-05,76.379997,76.779999,75.500000,76.150002,76.150002,7235900
2023-10-06,75.599998,76.510002,74.949997,76.120003,76.120003,6762000
2023-10-09,75.660004,75.870003,74.349998,75.129997,75.129997,7825500
2023-10-10,74.879997,76.559998,74.870003,76.180000,76.180000,6319500
2023-10-11,75.690002,75.889999,72.410004,72.889999,72.889999,8881200
2023-10-12,73.199997,73.410004,70.949997,71.290001,71.290001,10503300
2023-10-13,71.260002,72.320000,70.970001,71.959999,71.959999,8168800
2023-10-16,72.150002,72.739998,71.300003,71.750000,71.750000,9083700
2023-10-17,71.500000,73.239998,71.330002,72.809998,72.809998,7936400
2023-10-18,73.750000,73.940002,72.230003,72.699997,72.699997,7900700
2023-10-19,72.639999,72.860001,71.699997,72.349998,72.349998,7048400
2023-10-20,72.459999,73.209999,72.010002,72.699997,72.699997,8399300
2023-10-23,72.680000,73.779999,72.110001,72.389999,72.389999,7133300
2023-10-24,72.459999,73.040001,71.339996,71.959999,71.959999,13129200
2023-10-25,71.750000,72.440002,70.949997,71.400002,71.400002,7462700
2023-10-26,71.250000,71.529999,70.309998,70.370003,70.370003,7894000
2023-10-27,71.080002,71.419998,69.040001,69.430000,69.430000,10009100
2023-10-30,69.820000,70.160004,68.839996,69.970001,69.970001,8934700
2023-10-31,69.910004,70.949997,69.910004,70.559998,70.559998,10770200
2023-11-01,70.519997,71.070000,70.040001,70.849998,70.849998,5380300
2023-11-02,70.980003,72.150002,70.949997,72.089996,72.089996,6329804
